licenseNumber,legalName,licenseType,Address,licenseExpiryDate,zip,phone,email,hours
PAAA-X9HR-7K8P,EXOTIC PROCESSING LLC,Processor,", Catoosa, Wagoner",2025-01-10,74015,(310) 279-9521,alansoleyman@yahoo.com,N/A
GAAA-6QUO-OZCU,EXPLORATION 288 LLC,Grower,"8301 N CHOCTAW RD, COYLE, Logan",2024-10-09,73027-0206,2065889139,annto0929@gmail.com,7AM-10PM
GAAA-3HFP-8WHG,EXPRESS ORGANICS LLC,Grower,"829 RIDGECREST RD, ALTUS, Jackson",2023-11-20,73521,5804810781,expressorganics123@gmail.com,BY APPOINTMENT
PAAA-FP8N-ECPT,EXTREME EXTRACTS LLC,Processor,", Tishomingo, Johnston",2023-10-17,73460,(580) 920-9500,extremeextracts420@gmail.com,N/A
GAAA-2209-PDPK,Eagle Budz LLC,Grower,"3550 Glenn Drive, Edmond, Logan",2023-07-08,73034,(213) 271-7703,eaglebudz.ok@gmail.com,M-F 10:00AM - 6:00PM
GAAA-2LT7-UUYM,Eagle Feather Reserve II LLC,Grower,"970586 S RAMBLING OAKS RD, LUTHER, Lincoln",2023-12-04,73054-3004,4057886535,kristi@eaglefeatherreserve.com,Out of Season. Not growing at this time.
GAAA-J35R-L278,Eagle Feather Reserve III LLC,Grower,", Blackwell, Kay",2023-11-28,74631,(405) 788-6535,kristi@eaglefeatherreserve.com,Not Open for Business- Transfering License
DAAA-8PXZ-9S4Y,Eagle Feather Reserve III LLC,Dispensary,", Blackwell, Kay",2023-12-18,74631,(405) 788-6535,kristi@eaglefeatherreserve.com,Not Open for Business- Working on COO
PAAA-8IW6-CN75,Eagle Feather Reserve LLC,Processor,", Luther, Lincoln",2023-10-03,73054,(405) 788-6535,kristi@eaglefeatherreserve.com,Not Open for Business-Working towards COO
GAAA-41HM-B77U,Eagle Green LLC,Grower,", QUINTON, Pittsburg",2024-04-20,74561-9727,9185582995,lcass2003@yahoo.com,11:00-7:00
GAAA-0MVT-4JIJ,"Earlsboro Necessities, LLC",Grower,"48697 Benson Park Rd, Earlsboro, Pottawatomie",2023-09-30,74840,(580) 310-4685,levi.mcdaniel2017@gmail.com,8am-5pm
EAAA-OVFN-WMIV,"Earmark Developments, Inc.",Education Facility,"3500 Spencer Rd #4, Spencer, Oklahoma",2024-03-23,73084,4054762722,shani@greencollarok.com,Saturdays 12pm-3pm or by appointment (I work a full time job during the day/week).
GAAA-GNHW-RTCC,Earth Angel Herbs LLC,Grower,", MOORE, Cleveland",2023-12-08,73160-5967,(303) 931-5665,bmiuccio@yahoo.com,10a-10p
GAAA-FGRL-VEY8,"Earth Friendly Organics, LLC",Grower,", GROVE, Delaware",2024-05-31,74344-8172,9186911542,beyondorganicoklahoma@gmail.com,4:00 p.m. - 8:00 p.m.
GAAI-VYWT-IMNP,Earth Quality Products LLC,Grower Indoor,", CARTWRIGHT, Bryan",2024-08-23,74731-2810,(580) 200-2505,eqpllc123@gmail.com,8 a.m. to 2:00 p.m. Mon.-Fri.
PAAA-4KZY-EYFW,"Earthmana, LLC",Processor,", PAULS VALLEY, Garvin",2023-11-08,73075,(405) 534-4425,tmjrholdings@gmail.com,8:00am to 6:00pm
PAAA-1O92-B83N,"Earthmana, LLC",Processor,", Oklahoma City, Oklahoma",2024-09-23,73118,(405) 534-4425,reid@resonantcultivation.com,8:00am to 6:00pm
GAAA-K625-DJLM,East Farms LLC,Grower,"3425 N OAKS RD, TAHLEQUAH, Cherokee",2023-10-17,74464,8504089887,skhan@tegridyhealth.com,M-F (8-5p)
GAAA-4JWI-ZW0U,Easy Going Acres LLC,Grower,"3041 WOODLAND RD, MANNFORD, Creek",2024-03-03,74044,(918) 406-6180,rwmcwhirt@gmail.com,Monday - Sunday 10:00AM - 2:00PM
PAAA-EKNR-GYFU,"Easy Street Extracts, LLC",Processor,", OKLAHOMA CITY, Oklahoma",2024-04-18,73132-7032,4059737366,kevin@easystreetextracts.com,8:00 A.M. - 5:00 P.M.
PAAA-2RMV-CVLM,"Eat Your Greens, LLC",Processor,", Warner, Muskogee",2024-09-30,74469,(808) 385-0636,artistoconnor@yahoo.com,
PAAA-E1LN-YMPA,Eddie’z Eddibles Inc,Processor,"3845 North Lincoln Boulevard, Oklahoma City, Oklahoma",2025-03-20,73105,(405) 227-9919,rthurstonceo@gmail.com,
DAAA-SUFV-K7JY,Eden Rose LLC,Dispensary,"1333 N SANTA FE AVE, EDMOND, Oklahoma",2024-12-22,73003-3677,4052933883,sbranch4466@gmail.com,9:00am- 2:00AM
PAAA-WHVQ-DS2G,Eden Rose LLC,Processor,"1333 N SANTA FE AVE, EDMOND, Oklahoma",2024-01-03,73003-3677,4052933883,sbranch4466@gmail.com,9:00am- 2:00AM
DAAA-VJ7M-INSL,Eden Rose LLC,Dispensary,"3420 N MAY AVE, OKLAHOMA CITY, Oklahoma",2024-10-31,73112-6945,2146030736,sbranch4466@gmail.com,9:00am- 2:00AM
PAAA-E1YP-CD3I,Eden Rose LLC,Processor,"3420 N MAY AVE, OKLAHOMA CITY, Oklahoma",2024-12-12,73112-6945,2146030736,sbranch4466@gmail.com,09:00am-02:00am
PAAA-74QJ-G8VT,Eden Rose LLC,Processor,", Oklahoma City, Cleveland",2024-03-24,73139,(214) 603-0736,rasberry@edenrosedispensaries.com,N/A
DAAA-HX4S-4RD2,Eden Rose LLC,Dispensary,"920 Sw 104th St, Oklahoma City, Cleveland",2024-06-15,73139,(214) 603-0736,sbranch4466@gmail.com,N/A
DAAA-NKAM-N3OB,"Edge Enterprises, LLC",Dispensary,"6409 NW 10TH ST, OKLAHOMA CITY, Oklahoma",2024-09-15,73127-4726,4057065122,jasonpmackey74@gmail.com,2pm through 10pm
GAAA-9WWZ-GGH8,El Camino Holdings LLC,Grower,", Wanette, Pottawatomie",2024-04-01,74878,(804) 370-3545,david@royalshows.com,N/A
DAAA-NHSL-XOBQ,"El Camino Holdings, LLC",Dispensary,", Wanette, Pottawatomie",2024-01-31,74878,(580) 768-1106,jammersjoint@icloud.com,11am - 4pm
GAAA-UI7R-DQDT,El Zorro Dorado Labs LLC,Grower,"206 SE 10TH ST, STIGLER, Haskell",2023-12-19,74462-2274,6503030257,t1holdings@yahoo.com,10 a.m. to 10 p.m.
GAAA-5TKP-SQ7J,Elbow Industries LLC,Grower,", EUCHA, Delaware",2024-06-27,74342-3179,(281) 793-0718,vkandsonllc@protonmail.com,10AM-6PM
PAAA-Q0D6-WKYK,Elbow Processing LLC,Processor,", EUCHA, Delaware",2024-09-18,74342-3179,(281) 793-0718,vkandsonllc@protonmail.com,10am-6pm
GAAA-2BYT-HQXA,Electric Avenue Farms LLC,Grower,", Stigler, Haskell",2023-09-28,74462,(539) 237-0270,matt@3n1electric.com,9:00am to 5:00pm
PAAA-QFUL-ZOO3,Electric Avenue Farms LLC,Processor,", Stigler, Haskell",2023-09-28,74462,(539) 237-0270,matt@3n1electric.com,9:00am to 5:00pm
PAAA-4YBJ-4FRE,Electric Lettuce LLC,Processor,", Oklahoma City, Oklahoma",2024-12-18,73129,6105748024,ben@mmjokc.com,9-5
DAAA-TXUV-30U0,Electric Lettuce LLC,Dispensary,"3313 S EASTERN AVE, STE B, Oklahoma City, Oklahoma",2025-02-10,73129,(405) 450-4444,afdispo@gmail.com,Monday-Friday 1200-1900
DAAA-VJHM-VW3L,Electric cove dispensary LLC,Dispensary,"16651 Hwy 9 E BLDG 101, EUFAULA, Pittsburg",2024-03-29,74432,(539) 237-0270,electriccovedispensary@outlook.com,9am -9pm
DAAA-0GEA-CYHP,Elevate Dispensary 02 LLC,Dispensary,"8002 nw 39th expressway, bethany, Oklahoma",2024-06-15,73008,(405) 839-1875,legal@csiservicesok.com,10a-8p
LAAA-O1IJ-IAVX,Elevate Scientific LLC,Testing Laboratory,"120 NE 26TH ST, OKLAHOMA CITY, Oklahoma",2024-07-07,73105-2705,(405) 724-1039,rturner@esl-ok.com,9-5 m-f
DAAA-IFKC-IPOI,Elevated Buds LLC,Dispensary,"212 N 9th st, Canute, Washita",2023-11-14,73626,5802439425,elevatedbudsok@gmail.com,10:00-8:00
GAAA-N1OP-4JEE,Elevated Farms LLC,Grower,"12258 N 431 RD, ADAIR, Mayes",2024-03-15,74330-2723,(918) 509-6178,r.guzman@elevateok.com,9a.m-5p.m.
DAAA-85FQ-VMDP,Elevated Native LLC,Dispensary,"26 RUBY LN, CALERA, Bryan",2023-09-13,74730-5306,5803809422,elevatednativellc@gmail.com,10am-9pm
GAAA-PDLX-8F4X,Elevated Naturals LLC,Grower,", Chickasha, Grady",2023-12-02,73018,(972) 880-7416,hello@elevated-naturals.com,9:00am - 6:00pm
DAAA-N1HA-3MIB,Elevated Research Group LLC,Dispensary,"1300 W VANDAMENT AVE, YUKON, Canadian",2024-09-01,73099-4573,4058391875,elevat3.group@gmail.com,10a-8p
GAAA-TJMU-FBKZ,"ElevatedPeakFarmz, LLC",Grower,"12 E MAIN ST, SHAWNEE, Pottawatomie",2022-11-22,74801-6904,(855) 444-8296,contact@tazofarms.com,10am to 6pm
GAAA-VYK2-63LS,Elevating Cannabis & Extract Co. LLC,Grower,", BEGGS, Okmulgee",2023-11-02,74421,7709062325,leo@elevatingcannabis.net,Evenings - 6pm-10pm Monday-Thursday
PAAA-EYYD-RNES,"Elevating Cannabis & Extract Co., LLC",Processor,", BEGGS, Okmulgee",2023-12-13,74421-3274,7709062325,leo@elevatingcannabis.net,Evenings - 6pm-10pm Monday-Thursday
DAAA-QP29-18K1,Elevation Community LLC,Dispensary,"7727 N May Ave, Oklahoma City, Oklahoma",2024-01-05,73116,(405) 245-3224,ray@mndlawfirm.com,10:00 am -10:00 pm (Sun-Thurs) and 10:00 am -1:00 AM (Fri-Sat)
GAAA-E1KX-XH84,Elite Cannabis Company LLC,Grower,", SASAKWA, Seminole",2024-03-24,74867-7704,4802584113,elitecannabisllc@gmail.com,10:00 a.m. to 5 p.m.
DAAA-NYTL-8DDR,Elite Cannabis Company LLC,Dispensary,", SEMINOLE, Seminole",2023-10-31,74868-4629,4053035050,elitecannabisllc@gmail.com,"Sat. 9AM-10PM, Sun. 12-5PM, Mon-Friday 9AM-9PM"
DAAA-DIA8-PJIN,Elite Cannabis Company LLC,Dispensary,", WETUMKA, Hughes",2024-01-11,74883-5012,4802584113,elitecannabisllc@gmail.com,9:00am-9:00 Pm Mon -Thurs 9:00am-10Pm Fri &Sat Sunday Noon- 5:00 Pm
GAAA-VKPH-MKDH,"Elite Cultivation, LLC",Grower,", Wynnewood, Garvin",2023-11-10,73098,(405) 665-2612,richard@elitemotorsportsllc.com,9:00 am - 5:00 pm
PAAA-4YTE-5X9W,"Elite Cultivation, LLC",Processor,", Wynnewood, Garvin",2023-11-10,73098,(405) 640-2366,richard@elitemotorsportsllc.com,9:00 am - 5:00 pm
LAAA-NJT2-DMOG,"Elite Element Testing Laboratory, LLC",Testing Laboratory,"114154 S. 4629 Road, Sallisaw, Sequoyah",2023-12-26,74955,9183157892,kandice.faulkenberry@ok.steephill.com,Mon-Fri 8:00 AM - 5:00 PM
GAAA-E1G9-XFNV,Elite Global solutions LLC,Grower,", OKLAHOMA CITY, Oklahoma",2023-12-19,73114,2016651701,info@elitegrowersolutions.com,7-10
PAAA-OUMY-NMBL,Elite Green Leaf LLC,Processor,"919 SW Lincoln Road, Idabel, McCurtain",2024-11-22,74745,9032498346,flower@elitegreenleaf.com,9am - 9pm
DAAA-GUHL-OWHM,Elite Green Leaf LLC,Dispensary,"919 SW Lincoln Road, Idabel, McCurtain",2025-01-12,74745,(903) 249-8346,flower@elitegreenleaf.com,9am - 9pm
GAAA-TPGI-N6GP,Elite Green Leaf LLC,Grower,"919 SW Lincoln Road, Idabel, McCurtain",2024-02-01,74745,(903) 249-8346,flower@elitegreenleaf.com,9am - 9pm
GAAA-41EB-HGJY,Elite Growing Company LLC,Grower,"3702 S Elwood Ave, Tulsa, Tulsa",2024-01-14,74107,9188081624,meridianllc.lopez@gmail.com,6am to 11pm
DAAA-E585-P83I,Elite Growing Company LLC,Dispensary,", Tulsa, Tulsa",2024-06-22,74135,(918) 808-1624,clopez@elitegrowingcompany.com,9-10 daily
PAAA-0EKD-OVH1,Elite Growing Company LLC,Processor,"5220 S Yale Ave, Tulsa, Tulsa",2024-12-01,74135,9188081624,clopez@elitegrowingcompany.com,8-10
DAAA-Z71N-8RGQ,Elixir Holdings LLC,Dispensary,", TULSA, Tulsa",2023-09-28,74133-0900,9186051052,breeillingworth@gmail.com,9-5
PAAA-VYIO-LUPD,Ellison Ventures Inc,Processor,"4417 NW 39TH ST, OKLAHOMA CITY, Oklahoma",2024-04-11,73112-2864,4052103007,greenleafsupplyokc@gmail.com,9-8
GAAA-FFAE-VKTF,"Elmore Foster Agriculture, Inc",Grower,"22568 HIGHWAY 29, ELMORE CITY, Garvin",2023-06-30,73433-8819,(929) 362-0853,elmore225@hotmail.com,9-5
GAAA-EYXY-L48Q,Elysian Vision Inc.,Grower,", MACOMB, Pottawatomie",2024-04-10,74852-8009,9517334611,elysianvision@yahoo.com,6pm to 12am
GAAA-MALA-NYFR,Emanivong Family Investments LLC,Grower,", EARLSBORO, Seminole",2024-02-08,74840-9027,5802227080,sabaideefarm.ok@gmail.com,24 hours
DAAA-S8NR-MM7C,"Emerald Bison, LLC",Dispensary,", OWASSO, Tulsa",2024-12-07,74055-4423,(918) 406-6908,johntanner81@yahoo.com,
DAAA-354T-LK26,"Emerald Consulting, LLC",Dispensary,", Hinton, Caddo",2024-09-23,73047,(405) 542-9333,matt@aerolabsok.com,
GAAI-ZLRZ-AMIX,"Emerald Consulting, LLC",Grower Indoor,", Hinton, Caddo",2024-10-11,73047,(405) 542-9333,matt@aerolabsok.com,N/A
DAAA-FNNA-322D,"Emerald Consulting, LLC",Dispensary,", HINTON, Caddo",2024-10-11,73047,(405) 542-9333,matt@aerolabsok.com,9-5
PAAA-E6RR-4W22,"Emerald Consulting, LLC",Processor,", Hinton, Caddo",2024-10-11,73047,(405) 542-9333,matt@aerolabsok.com,N/A
DAAA-4JQP-19SB,"Emerald Cross, LLC",Dispensary,", MUSKOGEE, Muskogee",2024-03-08,74403-8881,9186160611,ronnie@gcleds.com,10:00 a.m. - 8:00 p.m.
DAAA-4J0A-AQNE,Emerald Cut Cannabis Care Center LLC,Dispensary,"405 S POCOLA BLVD, POCOLA, Le Flore",2024-05-22,74902,(918) 436-6010,emeraldcutccc@gmail.com,Sunday-Saturday 24 hours 7 days a week
PAAA-N1TM-BMAU,Emerald Dreams Vape LLC,Processor,"19801 E ADMIRAL PL BLDG A, CATOOSA, Rogers",2024-02-28,74015-3210,(918) 346-5062,emdreamok@gmail.com,7am-5pm Mon-Thur
GAAA-RQPT-KDLG,"Emerald Dynasty, LLC",Grower,"20251 S 550 RD, FAIRLAND, Ottawa",2023-11-29,74343-2907,9188018779,emeralddynasty@hotmail.com,7:00am-8:00pm
DAAA-41NL-LAFH,Emerald Elite Enterprises Incorporated,Dispensary,"4630 SE 29TH ST, DEL CITY, Oklahoma",2024-05-01,73115-3429,(405) 673-7585,terri@emeraldelitethc.com,Monday - Sunday 10am to 10pm
DAAA-ZJQN-22MY,Emerald Fire May llc,Dispensary,"16530 N MAY AVE, EDMOND, Oklahoma",2023-12-05,73012,(405) 862-8555,joshcamden191@gmail.com,11am-8pm
GAAA-EK0S-ROPH,Emerald Fire Meds LLC,Grower,"1411 DOUGLAS BLVD NW, PIEDMONT, Canadian",2024-03-07,73078-9483,(702) 286-5237,joshcamden191@gmail.com,Tuesday - Thursday 11-3
DAAA-HC3C-4IY8,Emerald Fire OKC LLC,Dispensary,"5700 SE 74TH ST, OKLAHOMA CITY, Oklahoma",2024-07-05,73135-1088,7022865237,joshcamden191@gmail.com,12-7
GAAA-A6HM-MQUA,"Emerald Green Farms, LLC",Grower,"17819 E 1200 RD, ERICK, Beckham",2024-03-15,73645,(626) 437-4874,emeraldgreenmp.ok@gmail.com,8-5
DAAA-4KRM-DKJ1,"Emerald Group, Inc.",Dispensary,", OKLAHOMA CITY, Oklahoma",2024-10-04,73108,4055943375,tj.tinsley@egiok.com,10:00 am to 5:00 pm
PAAA-EJXJ-XN0R,"Emerald Innovations, Inc.",Processor,", OKLAHOMA CITY, Oklahoma",2024-07-03,73108,4055943375,tj.tinsley@egiok.com,10:00 am to 5:00 pm
GAAA-02UB-O1TS,"Emerald Kingdom Gardens, LLC",Grower,", Stroud, Lincoln",2024-02-17,74079,(405) 446-7844,emeraldkingdomgardens@gmail.com,10am - 4pm
GAAI-HMRR-3GKL,Emerald Mine LLC,Grower Indoor,", Tulsa, Tulsa",2025-04-12,74112,(615) 573-5455,matt@gramcannabis.com,N/A
PAAA-IOE0-4SPZ,Emerald Mine LLC,Processor,", Tulsa, Tulsa",2024-10-12,74112,(918) 968-5055,matt@gramcannabis.com,N/A
GAAA-NKLL-VW2S,"Emerald Ohana Farms, LLC",Grower,", MILBURN, Johnston",2023-05-08,73450-9561,(405) 640-0103,mbcblue@att.net,M-F 8am-6pm
DAAA-HSK0-K7WW,Emerald Skye LLC,Dispensary,"747 Highway 59, #2, Westville, Adair",2023-03-24,74965,9183150082,cannacloudreceipts@gmail.com,Monday - Friday 11 am till 7 pm
PAAA-NKA6-8ZHO,"Emerald Soul Brands, LLC",Processor,"5220 OK HIGHWAY 78 E, MILBURN, Johnston",2024-03-07,73450-9561,(580) 232-0348,peaceinthepinesgrowery@gmail.com,M-F 8am-6pm
GAAA-EY46-27A0,"Emerald Technologies, Inc.",Grower,"1500 EXCHANGE AVE, OKLAHOMA CITY, Oklahoma",2023-07-03,73108,4055943375,ttins1@gmail.com,10:00 am to 5:00 pm
GAAA-RN8E-YXMP,Emerald Triangle LLC,Grower,"12809 E HIGHWAY 412, LOCUST GROVE, Mayes",2024-01-05,74352,(918) 695-7790,adamburris98@gmail.com,N/A
DAAA-OUH7-FSWN,"Emerald Triangle, LLC",Dispensary,", Locust Grove, Mayes",2024-06-02,74352,(918) 695-7790,adamburris98@gmail.com,8am-11:59pm
DAAA-N1DH-NTGD,Emily Jones Enterprises LLC,Dispensary,"2100 E LINCOLN RD, IDABEL, McCurtain",2024-11-14,74745-7357,5802362444,emilyjonesllc@gmail.com,monday-friday 11am-7pm Saturday & Sunday 10-3
PAAA-IMNS-P8AY,Empire Capital Management LLC,Processor,"1101 SE 29TH ST, OKLAHOMA CITY, Oklahoma",2024-02-06,73129-6437,4058969984,voltabiotech@gmail.com,7am-5pm Monday to Friday
GAAA-8VRR-2ICG,Empire Craft Cannabis LLC,Grower,", Pocasset, Grady",2024-01-11,73079,(620) 238-0350,jkluber@suddenlink.net,Not currently open
DAAA-XEAT-OA4B,Empire Dispensary Inc,Dispensary,", MUSTANG, Canadian",2024-03-24,73064-3953,4053590600,charper@chrisharperlaw.com,10 a - 9 p
PAAA-N1TB-MWRI,"Empire Labs, LLC",Processor,", SHAWNEE, Pottawatomie",2023-08-18,74804-9558,(405) 256-4104,empirerisingok@gmail.com,7am-8pm
GAAA-13G1-TSHT,"Empire Rising, LLC",Grower,"8300 N HARRISON, SHAWNEE, Pottawatomie",2022-08-21,74804-9558,1 (405) 256-4104,empirerisingok@gmail.com,6-8
GAAA-JYIC-GLRK,Empress Greens Grow LLC.,Grower,"902 S Haskell Blvd, Haskell, Muskogee",2024-03-08,74436,(918) 691-2283,cinnamontulsa@aol.com,Full time
GAAA-PIAO-M8RW,Encore Cultivation LLC.,Grower,", ALTUS, Jackson",2023-11-06,73521-8222,4704491572,corey@encorecultivation.com,10am-2pm Mon.- Fri.
DAAA-GRFW-IJLW,"Endo Holdings, LLC",Dispensary,"7315 South Memorial Drive East, Tulsa, Tulsa",2024-01-09,74133,(918) 806-2338,alfred@endo-holdings.com,9:00 AM to 10:00 PM 7 days a week
PAAA-0BTK-JEEN,"Endo Supply, LLC",Processor,", Tulsa, Tulsa",2024-10-04,74133,(918) 248-6550,alfred@endo-holdings.com,8 AM- 6 PM
DAAA-JKA9-23F5,"Endo, Inc.",Dispensary,"515 S Main St, Tulsa, Tulsa",2023-10-31,74103,(918) 896-2650,endo.downtown@gmail.com,N/A
GAAA-OYMZ-8X6Q,Enlightenment LLC,Grower,"8208 Glade Avenue, Oklahoma City, Oklahoma",2023-06-10,73132,(405) 501-7337,trancindy82@gmail.com,10am-9pm
WAAA-NKR2-CRLO,Enso Solutions LLC,Waste Disposal Facility,"2701 HAINDL DR, OKLAHOMA CITY, Oklahoma",2024-04-25,73129-6447,4054939392,info@ensosolutionsllc.com,08:00-17:00
GAAA-WHEY-FQTW,Enterprise 81 llc,Grower,", grove, Delaware",2024-02-08,74344,(918) 851-9911,stupiddumbfire@gmail.com,N/A
PAAA-8FT7-7ZT7,Enterprise 81 llc,Processor,", grove, Delaware",2024-08-18,74344,(918) 851-9911,enterprise81llc@gmail.com,N/A
DAAA-S9B3-J02R,Enterprise 81 llc,Dispensary,"63201 E 3rd St, grove, Delaware",2023-06-09,74344,(918) 851-9911,stupiddumbfire@gmail.com,N/A
DAAA-EKML-QH7G,Entitled Health LLC,Dispensary,"22428 E 71st St, Ste B, Broken Arrow, Wagoner",2024-03-28,74014,9189947603,entitledhealth@gmail.com,M - Sat from 11am to 8pm Sun 12pm-4pm
PAAA-DSMN-AZAK,"Epic Genetics, LLC",Processor,", ARDMORE, Carter",2023-09-18,73401-8477,6268264023,woodtreefarms@gmail.com,Monday - Friday from 11:00am to 4:00pm
GAAA-3HJM-ECDD,Ericwang 77 LLC,Grower,", BILLINGS, Noble",2023-12-18,74630-2037,6466100673,gavinwang.ok@gmail.com,10-5pm
PAAA-VJLC-B35U,Escalated Greens Incorporated,Processor,"1200 BIRKES RD, EUFAULA, McIntosh",2025-03-14,74432-4028,9186180618,car7998@gmail.com,9am to 5pm
DAAA-V7GR-MTAZ,Escalated Greens Incorporated,Dispensary,"1200 Birkes Road, Eufaula, McIntosh",2025-09-16,74432,(918) 618-0618,angel@escalatedgreens.com,N/A
GAAA-NJDU-CZBA,"Escalated Greens, Inc",Grower,"1200 BIRKES RD, EUFAULA, McIntosh",2024-02-14,74432,9186180618,car7998@gmail.com,9 am to 5 pm
PAAA-S4JQ-K8E4,Esco 233 Corp,Processor,"233 Garage Drive Suite 104 & 108, Edmond, Oklahoma",2023-06-27,73003,(405) 920-5074,orderesco@gmail.com,9:00 am - 5:00 pm
GAAI-PYOT-NXDS,"Essence Villa, LLC",Grower Indoor,", MADILL, Marshall",2024-07-31,73446-2176,(214) 566-5130,essencevilla@outlook.com,10:00:00 AM - 4:00:00PM M-F
PAAA-OHYD-UC3H,Essential Buds LLC,Processor,", POTEAU, Le Flore",2023-11-23,74953,(918) 413-6426,orin.floyd.david@gmail.com,9-5
GAAA-X2A8-35ZT,Essential Organic Solutions LLC,Grower,"4212 CLASSEN CIR STE 100, NORMAN, Cleveland",2023-06-14,73071,(517) 862-8692,mccoydevin@yahoo.com,9-5
GAAA-QJOU-UKVD,EssentialBlooms LLC,Grower,"2393 E Camp Loop, McAlester, Pittsburg",2023-10-11,74501,9184701128,essentialbloomsllc@gmail.com,10 am - 4 pm
GAAA-VKAI-6MSX,"EssentialBlooms, LLC",Grower,", MCALESTER, Pittsburg",2023-05-31,74501-8712,(918) 470-1128,essentialbloomsllc@gmail.com,
GAAA-0EAK-OMVC,"Eternal Gardens, LLC",Grower,", Eufaula, McIntosh",2024-02-18,74432,(918) 345-1041,melissa@eternalgardens.net,
GAAI-8PLI-RV0J,"Eternal Grow, LLC",Grower Indoor,"30991 163rd St, Wayne, McClain",2024-08-01,73095,(405) 772-8299,dnnsolution9@gmail.com,9:00am-5:00 pm
GAAA-ATS6-3C0Z,"Eternal Spring Garden, LLC",Grower,"347368 East 800 Road, Cushing, Payne",2024-04-25,74023,(360) 597-6595,eternalspring420@gmail.com,9:00 am TO 5:00 PM
GAAA-4JXG-LIJT,"Ethos Agriculture, Inc.",Grower,", MACOMB, Pottawatomie",2022-12-26,74852,4058344007,hmerchen@gmail.com,9 to 5
DAAA-4J22-ZRDX,Eufloria Gypsy LLC,Dispensary,"303 North Martin Luther King, Junior Boulevard, Suite B, Tulsa, Tulsa",2024-11-01,74103,9185046439,edangler2002@yahoo.com,0001-2359
DAAA-VYPH-MEEE,Eufloria LLC,Dispensary,", TULSA, Tulsa",2023-09-15,74128-4402,(832) 920-6674,robstroumposdds@gmail.com,10am - 9pm
PAAA-4JF2-DJZU,"Eunice Manufacturing and Processing, LLC",Processor,"16022 E 615 RD, ROSE, Cherokee",2023-10-24,74364-2044,3018480474,nutrientllc@gmail.com,9:00 am - 6:30PM
DAAA-DX00-XZ7M,Event Vending INC,Dispensary,", Wagoner, Wagoner",2025-01-23,74467,(918) 616-0611,ronnie@gcleds.com,N/A
GAAA-XPKM-LHK2,"Everglade Industries, LLC",Grower,"47502 E COUNTY ROAD 1500, STRATFORD, Garvin",2023-12-11,74872-8232,(580) 447-7824,chenyixiao_1991@126.com,11-7
GAAA-4K5L-1BJC,"Evergreen Cultivation, LLC",Grower,", Oklahoma City, Oklahoma",2023-08-22,73119,(405) 438-7086,evergreencultivation616@gmail.com,9-6
PAAA-JRP4-KX3R,"Evergreen Extracts, LLC",Processor,", Hinton, Canadian",2023-10-10,73047,(510) 918-5777,evergreenextractsllc@outlook.com,10am-4pm
GAAI-ALQU-SVYU,Evergreen Lounge Grow LLC,Grower Indoor,"5600 W TECUMSEH RD, NORMAN, Cleveland",2024-09-15,73072,(918) 852-0578,kimson405@yahoo.com,6:00AM- 8:00PM
GAAA-DAYI-2QUJ,Evergreen Meadows LLC,Grower,"8871 NS 3510 RD, PRAGUE, Pottawatomie",2023-12-28,74864-1053,(904) 982-7260,okcevergreenmeadows666@gmail.com,8am-8am
GAAA-FB4T-OLJM,"Evergreen Paradise, LLC",Grower,", Norman, Cleveland",2023-09-29,73026,(702) 688-9926,evergreenparadisellc@gmail.com,N/A
GAAI-65MU-KTBS,Evergreen Supply LLC,Grower Indoor,", STIGLER, Haskell",2024-08-29,74462,(414) 345-8361,paomoua214@gmail.com,9:00 AM - 5:00 PM
GAAA-NNB0-BSSX,"Evergreen Tahlequah Hashish, LLC",Grower,", TAHLEQUAH, Cherokee",2024-07-18,74464-8583,(651) 216-2909,rachelrieck@lovalegal.com,
GAAA-DLE9-4H6V,"Everlasting Fortune, Inc",Grower,", ADA, Pontotoc",2024-01-02,74820-0938,6464317545,307528359@qq.com,9-5
GAAI-WHQ0-6JRU,Everlasting Spring LLC,Grower Indoor,"508 NW 5th St, Keota, Haskell",2024-08-02,74941,(909) 655-7181,everlastingspring22@gmail.com,M-Sat 8am-6pm
DAAA-BKMD-G25I,"Evermore Exotics 28, LLC",Dispensary,"7800 N OWASSO EXPY STE A, OWASSO, Tulsa",2024-10-20,74055-3336,(713) 470-8188,treborprice12@icloud.com,M-F 9-5 or as needed for sales operations
GAAI-CRNU-BWSV,Everquest Farms LLC,Grower Indoor,", Edmond, Oklahoma",2024-11-07,73012,(909) 227-6221,cjcollas@gmail.com,8am-5pm
PAAA-W2YW-0M5X,"Every Seed Canna Co., LLC",Processor,"8333 S SHIELDS BLVD, OKLAHOMA CITY, Oklahoma",2023-12-05,73149-3051,4053943848,everyseedcannaco@hotmail.com,by appointment
PAAA-8PE9-ETCN,Evolution Wholesale LLC,Processor,"11030 NE 23rd St, Choctaw, Oklahoma",2024-01-30,73020,(405) 595-6112,clarkejennifer286@gmail.com,10-4 Monday through Friday
GAAI-7XZL-HAQW,"Exclusive Trees, LLC",Grower Indoor,"420651 E 1080 Rd, Checotah, McIntosh",2024-10-05,74426,9186896756,exclusivetrees@protonmail.com,6am-10pm
